X,Y,Sum,Count,Bed,simulated,cluster,Norm_Bed
-290000.0,-1798000.0,25787.475,90.0,286.5275,0.0,0.0,-0.13373112678527832
-289000.0,-1798000.0,21843.469,103.0,212.07253,0.0,0.0,-0.5074964761734009
-288000.0,-1798000.0,62237.86,294.0,211.6934,0.0,0.0,-0.5091596841812134
-287000.0,-1798000.0,0.0,0.0,,1.0,0.0,-0.785346988762587
-286000.0,-1798000.0,0.0,0.0,,1.0,0.0,0.7791358157253205
-285000.0,-1798000.0,0.0,0.0,,1.0,0.0,1.310417578251002
-284000.0,-1798000.0,0.0,0.0,,1.0,0.0,0.14812609835661047
-283000.0,-1798000.0,0.0,0.0,,1.0,0.0,0.7225252066234686
-282000.0,-1798000.0,0.0,0.0,,1.0,0.0,0.8587300654350072
-281000.0,-1798000.0,0.0,0.0,,1.0,0.0,0.301225822237527
-280000.0,-1798000.0,0.0,0.0,,1.0,0.0,-1.5471455157605576
-279000.0,-1798000.0,0.0,0.0,,1.0,0.0,-1.440251126589674
-278000.0,-1798000.0,0.0,0.0,,1.0,0.0,0.7851076274719574
-277000.0,-1798000.0,0.0,0.0,,1.0,0.0,1.2144290699415734
-276000.0,-1798000.0,0.0,0.0,,1.0,0.0,0.687672512243239
-275000.0,-1798000.0,0.0,0.0,,1.0,3.0,-0.4078433140689462
-274000.0,-1798000.0,0.0,0.0,,1.0,0.0,-1.1369617047952656
-273000.0,-1798000.0,-8312.757,278.0,-29.902002,0.0,0.0,-1.4846307039260864
-272000.0,-1798000.0,0.0,0.0,,1.0,0.0,-0.915859342809861
-271000.0,-1798000.0,0.0,0.0,,1.0,0.0,-0.11140003007144206
-270000.0,-1798000.0,0.0,0.0,,1.0,3.0,-0.047766636187522464
-269000.0,-1798000.0,5305.72,13.0,408.1323,0.0,0.0,0.6767114400863647
-268000.0,-1798000.0,109839.6,304.0,361.31448,0.0,0.0,0.31325778365135193
-267000.0,-1798000.0,0.0,0.0,,1.0,0.0,0.3181134702862164
-266000.0,-1798000.0,0.0,0.0,,1.0,3.0,0.07423349194669815
